record_id,date,division,product_line,region,units_sold,revenue_krw,cost_krw,subscription_ratio_pct,thinq_satisfaction_score
LG-2026-0427,2026-02-10,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),22,77000000,55890071,32.3,85.0
LG-2026-0428,2026-08-20,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),98,235200000,179783721,18.8,87.7
LG-2026-0429,2026-05-12,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),81,194400000,139211695,35.0,84.4
LG-2026-0430,2026-05-19,HE사업본부,OLED evo (TV),북미(North America),158,442400000,296216156,40.7,88.4
LG-2026-0431,2026-05-22,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),19,66500000,51286351,35.5,85.1
LG-2026-0432,2026-02-18,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),145,348000000,221783712,28.8,95.9
LG-2026-0433,2026-03-12,HE사업본부,OLED evo (TV),한국(Korea),73,204400000,131720964,20.4,88.1
LG-2026-0434,2026-03-10,H&A사업본부,DIOS & Objet (주방가전),북미(North America),135,283500000,176315596,28.1,88.3
LG-2026-0435,2026-01-12,HE사업본부,OLED evo (TV),한국(Korea),57,159600000,105863086,46.9,91.2
LG-2026-0436,2026-09-24,H&A사업본부,DIOS & Objet (주방가전),북미(North America),49,102900000,65574777,32.3,95.2
LG-2026-0437,2026-08-13,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),143,500500000,370508822,42.2,84.7
LG-2026-0438,2026-06-23,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),156,327600000,254365815,44.5,92.6
LG-2026-0439,2026-02-25,HE사업본부,OLED evo (TV),북미(North America),73,204400000,157937075,36.7,87.8
LG-2026-0440,2026-05-23,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),38,91200000,57025959,39.9,
LG-2026-0441,2026-05-22,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),168,193200000,144741120,47.5,96.5
LG-2026-0442,2026-04-14,H&A사업본부,DIOS & Objet (주방가전),북미(North America),159,333900000,233718751,33.7,94.8
LG-2026-0443,2026-07-17,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),148,310800000,202609333,23.0,85.5
LG-2026-0444,2026-01-13,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),131,458500000,331998027,18.6,91.3
LG-2026-0445,2026-02-21,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),146,511000000,377512786,23.4,97.3
LG-2026-0446,2026-01-16,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),84,201600000,151110335,39.3,97.0
LG-2026-0447,2026-02-11,HE사업본부,OLED evo (TV),유럽(Europe),141,394800000,270660578,26.0,90.8
LG-2026-0448,2026-05-17,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),59,206500000,158143720,32.2,91.9
LG-2026-0449,2026-09-23,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),172,197800000,144427246,47.3,89.3
LG-2026-0450,2026-08-11,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),24,57600000,41746804,21.9,89.2
LG-2026-0451,2026-06-10,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),140,294000000,197535511,20.6,84.3
LG-2026-0452,2026-04-28,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),73,83950000,62293248,46.3,91.7
LG-2026-0453,2026-01-21,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),44,105600000,80655704,19.2,90.7
LG-2026-0454,2026-09-16,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),82,287000000,217515733,37.9,91.8
LG-2026-0455,2026-04-18,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),83,95450000,68894186,18.1,91.4
LG-2026-0456,2026-09-24,HE사업본부,OLED evo (TV),유럽(Europe),70,196000000,130453976,27.1,95.9
LG-2026-0457,2026-04-12,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),106,121900000,78871618,26.8,96.9
LG-2026-0458,2026-07-15,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),33,79200000,54814517,35.6,94.3
LG-2026-0459,2026-05-18,HE사업본부,OLED evo (TV),인도·아시아(APAC),27,75600000,47902671,38.1,90.4
LG-2026-0460,2026-08-11,HE사업본부,OLED evo (TV),인도·아시아(APAC),109,305200000,197490738,22.7,86.5
LG-2026-0461,2026-02-20,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),133,319200000,240677830,33.0,86.4
LG-2026-0462,2026-01-14,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),81,93150000,68063618,40.0,89.8
LG-2026-0463,2026-07-20,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),180,432000000,281411595,26.1,96.5
LG-2026-0464,2026-04-13,H&A사업본부,DIOS & Objet (주방가전),북미(North America),95,199500000,130723499,22.5,87.5
LG-2026-0465,2026-05-13,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),16,0,11960000,47.8,87.0
LG-2026-0466,2026-05-20,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),164,344400000,225245841,41.0,93.3
LG-2026-0467,2026-03-16,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),102,244800000,184290107,39.1,86.5
LG-2026-0468,2026-06-11,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),146,350400000,244630587,47.0,88.1
LG-2026-0469,2026-05-28,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),59,141600000,99169653,43.9,85.9
LG-2026-0470,2026-06-15,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),132,316800000,197345283,40.9,95.8
LG-2026-0471,2026-09-20,HE사업본부,OLED evo (TV),유럽(Europe),163,456400000,338183658,18.4,88.6
LG-2026-0472,2026-05-17,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),84,294000000,209947997,27.2,94.5
LG-2026-0473,2026-05-13,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),152,364800000,261263632,33.2,94.6
LG-2026-0474,2026-08-23,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),94,197400000,124609902,23.4,86.9
LG-2026-0475,2026-09-28,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),178,427200000,291405121,26.9,89.3
LG-2026-0476,2026-05-12,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),38,133000000,100325751,41.8,87.6
LG-2026-0477,2026-09-12,HE사업본부,OLED evo (TV),한국(Korea),112,313600000,240697319,22.2,89.0
LG-2026-0478,2026-08-20,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),64,134400000,88499583,40.5,94.6
LG-2026-0479,2026-02-17,H&A사업본부,DIOS & Objet (주방가전),북미(North America),45,94500000,59385867,18.9,94.3
LG-2026-0480,2026-06-18,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),40,96000000,60318948,46.9,
LG-2026-0481,2026-02-23,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),98,112700000,83447514,21.0,93.1
LG-2026-0482,2026-05-16,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),129,309600000,202890635,29.9,94.8
LG-2026-0483,2026-04-25,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),166,190900000,127316475,28.0,87.4
LG-2026-0484,2026-01-13,HE사업본부,OLED evo (TV),북미(North America),99,277200000,172231332,22.6,95.8
LG-2026-0485,2026-06-11,HE사업본부,OLED evo (TV),유럽(Europe),159,445200000,298127666,25.2,85.8
LG-2026-0486,2026-04-16,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),135,155250000,102165230,46.5,86.1
LG-2026-0487,2026-09-11,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),157,549500000,421938788,27.3,89.3
LG-2026-0488,2026-08-28,HE사업본부,OLED evo (TV),인도·아시아(APAC),117,327600000,216054472,18.7,88.2
LG-2026-0489,2026-05-25,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),46,161000000,108849138,33.2,90.7
LG-2026-0490,2026-05-26,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),126,441000000,304374875,26.4,94.4
LG-2026-0491,2026-02-27,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),21,50400000,37264553,24.6,91.7
LG-2026-0492,2026-04-16,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),74,155400000,118392062,25.6,87.8
LG-2026-0493,2026-05-28,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),163,342300000,251664092,25.4,93.8
LG-2026-0494,2026-03-10,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),45,157500000,103762036,45.8,95.2
LG-2026-0495,2026-03-25,HE사업본부,OLED evo (TV),인도·아시아(APAC),46,128800000,81166364,29.6,97.1
LG-2026-0496,2026-02-26,HE사업본부,OLED evo (TV),북미(North America),66,184800000,135283497,40.9,88.2
LG-2026-0497,2026-04-23,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),121,139150000,93145932,41.4,88.2
LG-2026-0498,2026-09-22,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),101,212100000,151503986,19.1,89.9
LG-2026-0499,2026-02-14,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),42,88200000,65878659,32.3,90.4
LG-2026-0500,2026-01-15,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),91,318500000,246860155,46.4,86.1
LG-2026-0501,2026-09-26,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),170,195500000,148048119,41.8,97.1
LG-2026-0502,2026-06-28,HE사업본부,OLED evo (TV),한국(Korea),37,103600000,72827444,25.3,85.8
LG-2026-0503,2026-06-19,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),154,177100000,116591461,42.7,96.6
LG-2026-0504,2026-04-15,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),92,322000000,233921611,46.8,86.0
LG-2026-0505,2026-08-22,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),75,262500000,172095705,41.4,91.5
LG-2026-0506,2026-09-12,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),57,119700000,85555904,33.6,88.5
LG-2026-0507,2026-08-13,HE사업본부,OLED evo (TV),북미(North America),173,484400000,375438124,38.4,89.4
LG-2026-0508,2026-06-22,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),133,319200000,229721143,27.1,92.9
LG-2026-0509,2026-07-15,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),167,400800000,260768444,28.4,97.4
LG-2026-0510,2026-06-14,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),133,319200000,241130546,31.3,97.5
LG-2026-0511,2026-06-27,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),29,69600000,49975244,22.7,87.0
LG-2026-0512,2026-09-14,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),154,323400000,206491454,24.5,95.6
LG-2026-0513,2026-09-28,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),83,290500000,194480031,45.5,96.6
LG-2026-0514,2026-08-17,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),61,70150000,53609678,43.9,91.2
LG-2026-0515,2026-01-15,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),157,0,117357500,30.7,87.7
LG-2026-0516,2026-08-27,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),171,410400000,318211731,38.5,84.5
LG-2026-0517,2026-03-12,H&A사업본부,DIOS & Objet (주방가전),북미(North America),97,203700000,141936051,38.9,89.0
LG-2026-0518,2026-04-28,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),63,220500000,153100001,43.7,88.9
LG-2026-0519,2026-01-13,HE사업본부,OLED evo (TV),유럽(Europe),133,372400000,288429289,47.9,94.6
LG-2026-0520,2026-05-23,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),46,110400000,79856650,44.6,
LG-2026-0521,2026-09-24,HE사업본부,OLED evo (TV),유럽(Europe),106,296800000,198800470,20.0,93.1
LG-2026-0522,2026-04-10,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),104,249600000,165085320,34.2,89.6
LG-2026-0523,2026-02-10,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),141,296100000,217796282,24.4,87.5
LG-2026-0524,2026-01-17,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),162,186300000,138761322,20.3,86.6
LG-2026-0525,2026-04-14,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),70,245000000,185488694,36.2,86.0
LG-2026-0526,2026-06-24,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),174,609000000,452439346,34.8,86.6
LG-2026-0527,2026-08-27,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),71,170400000,129753070,28.8,89.0
LG-2026-0528,2026-02-16,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),15,36000000,25452226,22.5,92.9
LG-2026-0529,2026-01-24,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),84,96600000,63219922,43.1,97.3
LG-2026-0530,2026-09-15,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),90,216000000,144564855,26.2,88.6
LG-2026-0531,2026-08-16,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),144,345600000,234628398,29.2,87.9
LG-2026-0532,2026-05-19,HE사업본부,OLED evo (TV),인도·아시아(APAC),82,229600000,167021655,19.0,85.9
LG-2026-0533,2026-05-12,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),178,623000000,414127186,35.4,85.2
LG-2026-0534,2026-05-13,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),21,44100000,33519829,36.8,85.6
LG-2026-0535,2026-01-12,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),119,249900000,194095178,41.8,93.0
LG-2026-0536,2026-07-18,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),81,93150000,62275779,22.4,88.6
LG-2026-0537,2026-09-17,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),121,139150000,108062489,19.7,94.1
LG-2026-0538,2026-03-27,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),91,104650000,75409656,45.7,94.1
LG-2026-0539,2026-09-19,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),176,616000000,477854204,35.4,92.5
LG-2026-0540,2026-03-18,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),29,69600000,53640872,27.1,89.9
LG-2026-0541,2026-07-18,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),40,84000000,56993632,19.8,96.8
LG-2026-0542,2026-02-28,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),140,490000000,372258219,21.6,93.5
LG-2026-0543,2026-04-14,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),84,294000000,228932800,33.8,90.4
LG-2026-0544,2026-04-21,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),122,140300000,106822432,38.9,85.6
LG-2026-0545,2026-09-24,H&A사업본부,DIOS & Objet (주방가전),북미(North America),149,312900000,217605487,45.6,95.0
LG-2026-0546,2026-03-21,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),63,132300000,89431435,24.5,87.1
LG-2026-0547,2026-08-25,HE사업본부,OLED evo (TV),한국(Korea),174,487200000,315836326,35.1,85.8
LG-2026-0548,2026-06-19,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),163,570500000,388576454,45.1,89.5
LG-2026-0549,2026-03-12,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),58,139200000,101478316,39.4,88.8
LG-2026-0550,2026-06-11,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),147,514500000,389826041,21.9,84.9
LG-2026-0551,2026-06-13,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),164,188600000,122721858,24.0,94.0
LG-2026-0552,2026-07-20,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),138,483000000,340935168,38.9,87.8
LG-2026-0553,2026-09-12,HE사업본부,OLED evo (TV),북미(North America),27,75600000,53269373,32.4,86.6
LG-2026-0554,2026-04-12,HE사업본부,OLED evo (TV),북미(North America),160,448000000,322998446,23.4,84.9
LG-2026-0555,2026-08-13,HE사업본부,OLED evo (TV),한국(Korea),75,210000000,156124182,29.2,86.9
LG-2026-0556,2026-01-11,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),151,528500000,358722542,29.9,93.8
LG-2026-0557,2026-06-20,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),124,297600000,228053382,43.1,86.7
LG-2026-0558,2026-03-17,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),62,217000000,161387777,18.8,84.6
LG-2026-0559,2026-05-10,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),99,346500000,217461807,45.6,95.5
LG-2026-0560,2026-08-15,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),79,189600000,117947982,34.6,
LG-2026-0561,2026-04-17,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),158,331800000,250627337,35.6,85.9
LG-2026-0562,2026-05-10,HE사업본부,OLED evo (TV),북미(North America),53,148400000,106139450,20.3,96.6
LG-2026-0563,2026-06-18,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),106,371000000,254119247,33.2,89.8
LG-2026-0564,2026-07-18,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),30,105000000,73233492,28.5,90.9
LG-2026-0565,2026-05-28,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),151,0,112872500,19.4,86.4
LG-2026-0566,2026-02-21,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),125,300000000,220778452,35.9,89.7
LG-2026-0567,2026-03-13,H&A사업본부,DIOS & Objet (주방가전),북미(North America),135,283500000,176989297,27.8,90.3
LG-2026-0568,2026-08-18,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),53,111300000,72620212,39.7,89.6
LG-2026-0569,2026-09-14,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),67,234500000,146616979,32.4,91.5
LG-2026-0570,2026-01-16,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),94,329000000,212965997,32.9,84.9
LG-2026-0571,2026-07-25,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),53,111300000,80340258,31.7,89.1
LG-2026-0572,2026-05-15,신성장구독랩,StanbyME & Care (신가전·시제품),유럽(Europe),128,147200000,106350253,24.5,95.8
LG-2026-0573,2026-03-23,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),136,326400000,204652631,47.9,92.6
LG-2026-0574,2026-01-19,HE사업본부,OLED evo (TV),한국(Korea),40,112000000,72936225,32.9,88.4
LG-2026-0575,2026-03-10,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),105,220500000,150392134,40.7,87.2
LG-2026-0576,2026-01-10,HE사업본부,OLED evo (TV),북미(North America),33,92400000,67545477,29.1,92.9
LG-2026-0577,2026-01-26,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),106,254400000,185403363,21.8,96.7
LG-2026-0578,2026-07-17,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),90,216000000,138229323,22.4,97.1
LG-2026-0579,2026-09-18,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),58,139200000,88683242,30.0,91.5
LG-2026-0580,2026-08-23,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),136,326400000,228330790,29.9,85.9
LG-2026-0581,2026-01-23,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),134,281400000,182691087,29.0,94.2
LG-2026-0582,2026-08-25,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),142,497000000,329600911,41.4,85.0
LG-2026-0583,2026-02-14,HE사업본부,OLED evo (TV),인도·아시아(APAC),73,204400000,159039318,28.6,94.7
LG-2026-0584,2026-09-25,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),54,62100000,41099582,25.0,88.4
LG-2026-0585,2026-08-25,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),48,115200000,81973430,46.3,84.2
LG-2026-0586,2026-01-20,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),47,54050000,37931381,29.9,86.1
LG-2026-0587,2026-02-12,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),79,165900000,125607329,38.5,90.1
LG-2026-0588,2026-04-21,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),105,367500000,241908143,31.3,89.1
LG-2026-0589,2026-09-16,HE사업본부,OLED evo (TV),한국(Korea),62,173600000,111699665,39.2,91.1
LG-2026-0590,2026-08-11,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),75,180000000,118296442,29.4,92.4
LG-2026-0591,2026-02-27,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),180,378000000,294467893,19.3,87.5
LG-2026-0592,2026-05-11,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),153,321300000,229397616,23.0,84.3
LG-2026-0593,2026-04-27,H&A사업본부,DIOS & Objet (주방가전),북미(North America),174,365400000,281356879,23.4,94.2
LG-2026-0594,2026-02-22,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),126,441000000,303784132,31.0,87.9
LG-2026-0595,2026-08-10,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),155,542500000,393826163,33.5,93.4
LG-2026-0596,2026-01-26,신성장구독랩,StanbyME & Care (신가전·시제품),북미(North America),106,121900000,78359217,28.2,88.4
LG-2026-0597,2026-02-20,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),54,62100000,41781045,41.3,94.1
LG-2026-0598,2026-04-25,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),180,630000000,417012942,46.2,96.0
LG-2026-0599,2026-08-13,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),23,55200000,36377536,23.5,92.2
LG-2026-0600,2026-08-15,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),125,300000000,201285697,37.1,
LG-2026-0601,2026-07-10,HE사업본부,OLED evo (TV),인도·아시아(APAC),125,350000000,269705485,40.3,92.1
LG-2026-0602,2026-06-26,HE사업본부,OLED evo (TV),북미(North America),79,221200000,168856382,24.8,91.8
LG-2026-0603,2026-08-26,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),142,298200000,220715785,41.4,85.2
LG-2026-0604,2026-08-24,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),174,365400000,234878151,37.6,88.7
LG-2026-0605,2026-06-11,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),161,338100000,242893932,38.2,94.8
LG-2026-0606,2026-02-10,HE사업본부,OLED evo (TV),유럽(Europe),103,288400000,218394131,38.5,93.0
LG-2026-0607,2026-06-23,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),144,504000000,355294238,27.9,85.6
LG-2026-0608,2026-01-18,H&A사업본부,WashTower & Tromm (리빙가전),북미(North America),106,254400000,194791678,32.0,88.9
LG-2026-0609,2026-05-18,에어솔루션사업본부,Whisen & HVAC (에어솔루션),북미(North America),54,189000000,137789144,39.7,96.7
LG-2026-0610,2026-06-18,HE사업본부,OLED evo (TV),한국(Korea),92,257600000,172052694,18.2,91.8
LG-2026-0611,2026-03-26,H&A사업본부,WashTower & Tromm (리빙가전),유럽(Europe),28,67200000,43731399,36.9,93.8
LG-2026-0612,2026-06-24,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),60,210000000,154434582,36.5,89.4
LG-2026-0613,2026-04-21,H&A사업본부,WashTower & Tromm (리빙가전),인도·아시아(APAC),175,420000000,290909261,21.5,93.4
LG-2026-0614,2026-06-22,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),46,161000000,100813423,42.7,96.0
LG-2026-0615,2026-02-20,신성장구독랩,StanbyME & Care (신가전·시제품),한국(Korea),93,0,69517500,25.5,91.7
LG-2026-0616,2026-08-20,HE사업본부,OLED evo (TV),인도·아시아(APAC),170,476000000,319315896,41.3,91.5
LG-2026-0617,2026-08-18,신성장구독랩,StanbyME & Care (신가전·시제품),인도·아시아(APAC),131,150650000,97612675,43.7,94.6
LG-2026-0618,2026-01-27,HE사업본부,OLED evo (TV),북미(North America),135,378000000,265094682,21.4,96.1
LG-2026-0619,2026-03-17,HE사업본부,OLED evo (TV),유럽(Europe),46,128800000,85702077,27.2,92.8
LG-2026-0620,2026-08-12,에어솔루션사업본부,Whisen & HVAC (에어솔루션),인도·아시아(APAC),46,161000000,117832895,42.0,88.1
LG-2026-0621,2026-08-18,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),67,160800000,105741018,35.2,86.1
LG-2026-0622,2026-05-22,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),96,336000000,235321997,19.8,89.8
LG-2026-0623,2026-04-26,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),168,588000000,379555699,38.0,91.0
LG-2026-0624,2026-03-13,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),33,69300000,43466001,21.3,90.8
LG-2026-0625,2026-08-28,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),163,570500000,427494041,19.6,88.9
LG-2026-0626,2026-04-27,HE사업본부,OLED evo (TV),유럽(Europe),40,112000000,84023693,35.5,94.1
LG-2026-0627,2026-04-19,HE사업본부,OLED evo (TV),북미(North America),23,64400000,49937186,44.1,88.6
LG-2026-0628,2026-06-25,HE사업본부,OLED evo (TV),한국(Korea),31,86800000,60889527,29.8,88.6
LG-2026-0629,2026-05-23,HE사업본부,OLED evo (TV),북미(North America),62,173600000,109496620,37.4,90.7
LG-2026-0630,2026-07-19,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),96,201600000,136919950,26.6,88.6
LG-2026-0631,2026-03-21,H&A사업본부,DIOS & Objet (주방가전),북미(North America),62,130200000,87359776,33.3,94.8
LG-2026-0632,2026-08-20,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),90,189000000,132081538,25.7,86.2
LG-2026-0633,2026-09-23,HE사업본부,OLED evo (TV),한국(Korea),75,210000000,137797266,35.6,91.2
LG-2026-0634,2026-07-13,HE사업본부,OLED evo (TV),북미(North America),54,151200000,95668207,37.1,86.8
LG-2026-0635,2026-02-16,에어솔루션사업본부,Whisen & HVAC (에어솔루션),한국(Korea),159,556500000,402112444,46.5,91.7
LG-2026-0636,2026-02-23,H&A사업본부,DIOS & Objet (주방가전),인도·아시아(APAC),161,338100000,250478316,26.7,86.6
LG-2026-0637,2026-06-28,H&A사업본부,DIOS & Objet (주방가전),한국(Korea),18,37800000,23768842,19.9,96.6
LG-2026-0638,2026-03-20,H&A사업본부,DIOS & Objet (주방가전),유럽(Europe),99,207900000,128927058,29.2,92.4
LG-2026-0639,2026-01-20,에어솔루션사업본부,Whisen & HVAC (에어솔루션),유럽(Europe),96,336000000,252137266,27.5,92.8
LG-2026-0640,2026-04-17,H&A사업본부,WashTower & Tromm (리빙가전),한국(Korea),81,194400000,132304886,30.6,
